stego_filename,subset,cover_filename,cover_category,cover_size_label,cover_format,payload_filename,payload_type,payload_size_class,lsb,expected_type,predicted_type,correct,status,runtime_seconds
XL-Synthetic_14_P__exe_small__lsb2.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P06.exe,EXE,small,2,EXE,EXE,1,ok,0.967957
XL-Synthetic_14_P__exe_small__lsb3.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P06.exe,EXE,small,3,EXE,EXE,1,ok,0.707346
XL-Synthetic_14_P__pdf_large__lsb3.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P02.pdf,PDF,large,3,PDF,PDF,1,ok,0.690038
XL-Synthetic_14_P__pdf_medium__lsb2.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P02.pdf,PDF,medium,2,PDF,PDF,1,ok,0.619874
XL-Synthetic_14_P__pdf_medium__lsb3.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P02.pdf,PDF,medium,3,PDF,PDF,1,ok,0.714094
XL-Synthetic_14_P__pdf_small__lsb1.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P02.pdf,PDF,small,1,PDF,PDF,1,ok,0.685159
XL-Synthetic_14_P__pdf_small__lsb2.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P02.pdf,PDF,small,2,PDF,PDF,1,ok,0.675287
XL-Synthetic_14_P__pdf_small__lsb3.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P02.pdf,PDF,small,3,PDF,PDF,1,ok,0.673225
XL-Synthetic_14_P__pptx_large__lsb3.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P04.pptx,PPTX,large,3,PPTX,PPTX,1,ok,0.694565
XL-Synthetic_14_P__pptx_medium__lsb2.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P04.pptx,PPTX,medium,2,PPTX,PPTX,1,ok,0.666128
XL-Synthetic_14_P__pptx_medium__lsb3.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P04.pptx,PPTX,medium,3,PPTX,PPTX,1,ok,0.733200
XL-Synthetic_14_P__pptx_small__lsb1.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P04.pptx,PPTX,small,1,PPTX,PPTX,1,ok,0.666872
XL-Synthetic_14_P__pptx_small__lsb2.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P04.pptx,PPTX,small,2,PPTX,PPTX,1,ok,0.684736
XL-Synthetic_14_P__pptx_small__lsb3.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P04.pptx,PPTX,small,3,PPTX,PPTX,1,ok,0.726987
XL-Synthetic_14_P__rtf_large__lsb3.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P05.rtf,RTF,large,3,RTF,RTF,1,ok,1.051222
XL-Synthetic_14_P__rtf_medium__lsb2.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P05.rtf,RTF,medium,2,RTF,RTF,1,ok,0.901994
XL-Synthetic_14_P__rtf_medium__lsb3.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P05.rtf,RTF,medium,3,RTF,RTF,1,ok,0.913770
XL-Synthetic_14_P__rtf_small__lsb1.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P05.rtf,RTF,small,1,RTF,RTF,1,ok,0.774718
XL-Synthetic_14_P__rtf_small__lsb2.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P05.rtf,RTF,small,2,RTF,RTF,1,ok,0.786401
XL-Synthetic_14_P__rtf_small__lsb3.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P05.rtf,RTF,small,3,RTF,RTF,1,ok,0.761621
XL-Synthetic_14_P__xlsx_large__lsb3.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P03.xlsx,XLSX,large,3,XLSX,XLSX,1,ok,0.667491
XL-Synthetic_14_P__xlsx_medium__lsb2.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P03.xlsx,XLSX,medium,2,XLSX,XLSX,1,ok,0.934230
XL-Synthetic_14_P__xlsx_medium__lsb3.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P03.xlsx,XLSX,medium,3,XLSX,XLSX,1,ok,0.850321
XL-Synthetic_14_P__xlsx_small__lsb1.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P03.xlsx,XLSX,small,1,XLSX,XLSX,1,ok,0.660062
XL-Synthetic_14_P__xlsx_small__lsb2.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P03.xlsx,XLSX,small,2,XLSX,XLSX,1,ok,0.695903
XL-Synthetic_14_P__xlsx_small__lsb3.png,extended_xl,XL-Synthetic_14_P.png,XL-Synthetic,P,png,P03.xlsx,XLSX,small,3,XLSX,XLSX,1,ok,0.737845
XL-Synthetic_15_B__docx_large__lsb1.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,large,1,DOCX,DOCX,1,ok,32.865718
XL-Synthetic_15_B__docx_large__lsb2.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,large,2,DOCX,DOCX,1,ok,47.471763
XL-Synthetic_15_B__docx_large__lsb3.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,large,3,DOCX,DOCX,1,ok,32.966350
XL-Synthetic_15_B__docx_medium__lsb1.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,medium,1,DOCX,DOCX,1,ok,28.037936
XL-Synthetic_15_B__docx_medium__lsb2.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,medium,2,DOCX,DOCX,1,ok,26.432380
XL-Synthetic_15_B__docx_medium__lsb3.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,medium,3,DOCX,DOCX,1,ok,30.160427
XL-Synthetic_15_B__docx_small__lsb1.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,small,1,DOCX,DOCX,1,ok,35.635757
XL-Synthetic_15_B__docx_small__lsb2.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,small,2,DOCX,DOCX,1,ok,30.010479
XL-Synthetic_15_B__docx_small__lsb3.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,small,3,DOCX,DOCX,1,ok,31.702708
XL-Synthetic_15_B__exe_large__lsb1.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,large,1,EXE,EXE,1,ok,29.775762
XL-Synthetic_15_B__exe_large__lsb2.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,large,2,EXE,EXE,1,ok,35.121531
XL-Synthetic_15_B__exe_large__lsb3.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,large,3,EXE,EXE,1,ok,33.568701
XL-Synthetic_15_B__exe_medium__lsb1.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,medium,1,EXE,EXE,1,ok,27.807808
XL-Synthetic_15_B__exe_medium__lsb2.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,medium,2,EXE,EXE,1,ok,28.310193
XL-Synthetic_15_B__exe_medium__lsb3.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,medium,3,EXE,EXE,1,ok,28.519768
XL-Synthetic_15_B__exe_small__lsb1.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,small,1,EXE,EXE,1,ok,29.685712
XL-Synthetic_15_B__exe_small__lsb2.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,small,2,EXE,EXE,1,ok,30.017219
XL-Synthetic_15_B__exe_small__lsb3.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,small,3,EXE,EXE,1,ok,28.794088
XL-Synthetic_15_B__pdf_large__lsb1.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,large,1,PDF,PDF,1,ok,27.594184
XL-Synthetic_15_B__pdf_large__lsb2.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,large,2,PDF,PDF,1,ok,31.149471
XL-Synthetic_15_B__pdf_large__lsb3.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,large,3,PDF,PDF,1,ok,33.829606
XL-Synthetic_15_B__pdf_medium__lsb1.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,medium,1,PDF,PDF,1,ok,49.490184
XL-Synthetic_15_B__pdf_medium__lsb2.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,medium,2,PDF,PDF,1,ok,28.905992
XL-Synthetic_15_B__pdf_medium__lsb3.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,medium,3,PDF,PDF,1,ok,31.818961
XL-Synthetic_15_B__pdf_small__lsb1.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,small,1,PDF,PDF,1,ok,28.298885
XL-Synthetic_15_B__pdf_small__lsb2.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,small,2,PDF,PDF,1,ok,29.112104
XL-Synthetic_15_B__pdf_small__lsb3.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,small,3,PDF,PDF,1,ok,34.064727
XL-Synthetic_15_B__pptx_large__lsb1.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,large,1,PPTX,PPTX,1,ok,39.091415
XL-Synthetic_15_B__pptx_large__lsb2.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,large,2,PPTX,PPTX,1,ok,26.909524
XL-Synthetic_15_B__pptx_large__lsb3.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,large,3,PPTX,PPTX,1,ok,25.404041
XL-Synthetic_15_B__pptx_medium__lsb1.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,medium,1,PPTX,PPTX,1,ok,31.252311
XL-Synthetic_15_B__pptx_medium__lsb2.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,medium,2,PPTX,PPTX,1,ok,26.953489
XL-Synthetic_15_B__pptx_medium__lsb3.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,medium,3,PPTX,PPTX,1,ok,22.377615
XL-Synthetic_15_B__pptx_small__lsb1.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,small,1,PPTX,PPTX,1,ok,24.801347
XL-Synthetic_15_B__pptx_small__lsb2.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,small,2,PPTX,PPTX,1,ok,25.519761
XL-Synthetic_15_B__pptx_small__lsb3.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,small,3,PPTX,PPTX,1,ok,24.858479
XL-Synthetic_15_B__rtf_large__lsb1.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,large,1,RTF,RTF,1,ok,25.377195
XL-Synthetic_15_B__rtf_large__lsb2.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,large,2,RTF,RTF,1,ok,25.533616
XL-Synthetic_15_B__rtf_large__lsb3.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,large,3,RTF,RTF,1,ok,24.181298
XL-Synthetic_15_B__rtf_medium__lsb1.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,medium,1,RTF,RTF,1,ok,25.081912
XL-Synthetic_15_B__rtf_medium__lsb2.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,medium,2,RTF,RTF,1,ok,23.846045
XL-Synthetic_15_B__rtf_medium__lsb3.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,medium,3,RTF,RTF,1,ok,29.263292
XL-Synthetic_15_B__rtf_small__lsb1.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,small,1,RTF,RTF,1,ok,26.203437
XL-Synthetic_15_B__rtf_small__lsb2.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,small,2,RTF,RTF,1,ok,24.522182
XL-Synthetic_15_B__rtf_small__lsb3.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,small,3,RTF,RTF,1,ok,27.357418
XL-Synthetic_15_B__xlsx_large__lsb1.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P03.xlsx,XLSX,large,1,XLSX,XLSX,1,ok,28.309825
XL-Synthetic_15_B__xlsx_large__lsb2.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P03.xlsx,XLSX,large,2,XLSX,XLSX,1,ok,24.693859
XL-Synthetic_15_B__xlsx_large__lsb3.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P03.xlsx,XLSX,large,3,XLSX,XLSX,1,ok,24.542202
XL-Synthetic_15_B__xlsx_medium__lsb1.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P03.xlsx,XLSX,medium,1,XLSX,XLSX,1,ok,27.391740
XL-Synthetic_15_B__xlsx_medium__lsb2.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P03.xlsx,XLSX,medium,2,XLSX,XLSX,1,ok,27.307968
XL-Synthetic_15_B__xlsx_medium__lsb3.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P03.xlsx,XLSX,medium,3,XLSX,XLSX,1,ok,28.610745
XL-Synthetic_15_B__xlsx_small__lsb1.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P03.xlsx,XLSX,small,1,XLSX,XLSX,1,ok,29.278686
XL-Synthetic_15_B__xlsx_small__lsb2.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P03.xlsx,XLSX,small,2,XLSX,XLSX,1,ok,29.155736
XL-Synthetic_15_B__xlsx_small__lsb3.bmp,extended_xl,XL-Synthetic_15_B.bmp,XL-Synthetic,B,bmp,P03.xlsx,XLSX,small,3,XLSX,XLSX,1,ok,26.937407
XL-Synthetic_15_P__docx_large__lsb3.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P01.docx,DOCX,large,3,DOCX,DOCX,1,ok,0.731954
XL-Synthetic_15_P__docx_medium__lsb2.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P01.docx,DOCX,medium,2,DOCX,DOCX,1,ok,0.628640
XL-Synthetic_15_P__docx_medium__lsb3.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P01.docx,DOCX,medium,3,DOCX,DOCX,1,ok,0.615422
XL-Synthetic_15_P__docx_small__lsb1.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P01.docx,DOCX,small,1,DOCX,DOCX,1,ok,0.692602
XL-Synthetic_15_P__docx_small__lsb2.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P01.docx,DOCX,small,2,DOCX,DOCX,1,ok,0.663672
XL-Synthetic_15_P__docx_small__lsb3.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P01.docx,DOCX,small,3,DOCX,DOCX,1,ok,0.615531
XL-Synthetic_15_P__exe_large__lsb3.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P06.exe,EXE,large,3,EXE,EXE,1,ok,0.634852
XL-Synthetic_15_P__exe_medium__lsb2.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P06.exe,EXE,medium,2,EXE,EXE,1,ok,0.695084
XL-Synthetic_15_P__exe_medium__lsb3.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P06.exe,EXE,medium,3,EXE,EXE,1,ok,0.797708
XL-Synthetic_15_P__exe_small__lsb1.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P06.exe,EXE,small,1,EXE,EXE,1,ok,0.814106
XL-Synthetic_15_P__exe_small__lsb2.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P06.exe,EXE,small,2,EXE,EXE,1,ok,0.744373
XL-Synthetic_15_P__exe_small__lsb3.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P06.exe,EXE,small,3,EXE,EXE,1,ok,0.865182
XL-Synthetic_15_P__pdf_large__lsb3.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P02.pdf,PDF,large,3,PDF,PDF,1,ok,0.741934
XL-Synthetic_15_P__pdf_medium__lsb2.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P02.pdf,PDF,medium,2,PDF,PDF,1,ok,1.046140
XL-Synthetic_15_P__pdf_medium__lsb3.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P02.pdf,PDF,medium,3,PDF,PDF,1,ok,0.651120
XL-Synthetic_15_P__pdf_small__lsb1.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P02.pdf,PDF,small,1,PDF,PDF,1,ok,1.086382
XL-Synthetic_15_P__pdf_small__lsb2.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P02.pdf,PDF,small,2,PDF,PDF,1,ok,1.382760
XL-Synthetic_15_P__pdf_small__lsb3.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P02.pdf,PDF,small,3,PDF,PDF,1,ok,0.970505
XL-Synthetic_15_P__pptx_large__lsb3.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P04.pptx,PPTX,large,3,PPTX,PPTX,1,ok,0.817504
XL-Synthetic_15_P__pptx_medium__lsb2.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P04.pptx,PPTX,medium,2,PPTX,PPTX,1,ok,0.636164
XL-Synthetic_15_P__pptx_medium__lsb3.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P04.pptx,PPTX,medium,3,PPTX,PPTX,1,ok,0.606811
XL-Synthetic_15_P__pptx_small__lsb1.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P04.pptx,PPTX,small,1,PPTX,PPTX,1,ok,0.702254
XL-Synthetic_15_P__pptx_small__lsb2.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P04.pptx,PPTX,small,2,PPTX,PPTX,1,ok,0.685819
XL-Synthetic_15_P__pptx_small__lsb3.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P04.pptx,PPTX,small,3,PPTX,PPTX,1,ok,0.664425
XL-Synthetic_15_P__rtf_large__lsb3.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P05.rtf,RTF,large,3,RTF,RTF,1,ok,0.771805
XL-Synthetic_15_P__rtf_medium__lsb2.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P05.rtf,RTF,medium,2,RTF,RTF,1,ok,0.776679
XL-Synthetic_15_P__rtf_medium__lsb3.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P05.rtf,RTF,medium,3,RTF,RTF,1,ok,0.737753
XL-Synthetic_15_P__rtf_small__lsb1.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P05.rtf,RTF,small,1,RTF,RTF,1,ok,0.664402
XL-Synthetic_15_P__rtf_small__lsb2.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P05.rtf,RTF,small,2,RTF,RTF,1,ok,0.776308
XL-Synthetic_15_P__rtf_small__lsb3.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P05.rtf,RTF,small,3,RTF,RTF,1,ok,0.693473
XL-Synthetic_15_P__xlsx_large__lsb3.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P03.xlsx,XLSX,large,3,XLSX,XLSX,1,ok,0.689992
XL-Synthetic_15_P__xlsx_medium__lsb2.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P03.xlsx,XLSX,medium,2,XLSX,XLSX,1,ok,0.829441
XL-Synthetic_15_P__xlsx_medium__lsb3.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P03.xlsx,XLSX,medium,3,XLSX,XLSX,1,ok,0.919147
XL-Synthetic_15_P__xlsx_small__lsb1.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P03.xlsx,XLSX,small,1,XLSX,XLSX,1,ok,0.861509
XL-Synthetic_15_P__xlsx_small__lsb2.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P03.xlsx,XLSX,small,2,XLSX,XLSX,1,ok,1.496711
XL-Synthetic_15_P__xlsx_small__lsb3.png,extended_xl,XL-Synthetic_15_P.png,XL-Synthetic,P,png,P03.xlsx,XLSX,small,3,XLSX,XLSX,1,ok,1.337937
XL-Synthetic_1_B__docx_large__lsb1.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,large,1,DOCX,DOCX,1,ok,4.283371
XL-Synthetic_1_B__docx_large__lsb2.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,large,2,DOCX,DOCX,1,ok,3.408147
XL-Synthetic_1_B__docx_large__lsb3.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,large,3,DOCX,DOCX,1,ok,3.918527
XL-Synthetic_1_B__docx_medium__lsb1.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,medium,1,DOCX,DOCX,1,ok,4.250312
XL-Synthetic_1_B__docx_medium__lsb2.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,medium,2,DOCX,DOCX,1,ok,3.678972
XL-Synthetic_1_B__docx_medium__lsb3.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,medium,3,DOCX,DOCX,1,ok,3.406475
XL-Synthetic_1_B__docx_small__lsb1.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,small,1,DOCX,DOCX,1,ok,3.092752
XL-Synthetic_1_B__docx_small__lsb2.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,small,2,DOCX,DOCX,1,ok,3.526055
XL-Synthetic_1_B__docx_small__lsb3.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,small,3,DOCX,DOCX,1,ok,3.672239
XL-Synthetic_1_B__exe_large__lsb1.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,large,1,EXE,EXE,1,ok,3.199457
XL-Synthetic_1_B__exe_large__lsb2.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,large,2,EXE,EXE,1,ok,3.688039
XL-Synthetic_1_B__exe_large__lsb3.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,large,3,EXE,EXE,1,ok,3.928744
XL-Synthetic_1_B__exe_medium__lsb1.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,medium,1,EXE,EXE,1,ok,3.650535
XL-Synthetic_1_B__exe_medium__lsb2.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,medium,2,EXE,EXE,1,ok,3.539170
XL-Synthetic_1_B__exe_medium__lsb3.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,medium,3,EXE,EXE,1,ok,3.247628
XL-Synthetic_1_B__exe_small__lsb1.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,small,1,EXE,EXE,1,ok,4.401299
XL-Synthetic_1_B__exe_small__lsb2.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,small,2,EXE,EXE,1,ok,3.436856
XL-Synthetic_1_B__exe_small__lsb3.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,small,3,EXE,EXE,1,ok,3.231667
XL-Synthetic_1_B__pdf_large__lsb1.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,large,1,PDF,PDF,1,ok,3.288647
XL-Synthetic_1_B__pdf_large__lsb2.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,large,2,PDF,PDF,1,ok,3.315965
XL-Synthetic_1_B__pdf_large__lsb3.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,large,3,PDF,PDF,1,ok,3.531882
XL-Synthetic_1_B__pdf_medium__lsb1.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,medium,1,PDF,PDF,1,ok,3.170547
XL-Synthetic_1_B__pdf_medium__lsb2.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,medium,2,PDF,PDF,1,ok,3.160711
XL-Synthetic_1_B__pdf_medium__lsb3.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,medium,3,PDF,PDF,1,ok,3.851421
XL-Synthetic_1_B__pdf_small__lsb1.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,small,1,PDF,PDF,1,ok,3.571405
XL-Synthetic_1_B__pdf_small__lsb2.bmp,extended_xl,XL-Synthetic_1_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,small,2,PDF,PDF,1,ok,3.292792
